record_num,data_source,source_page,phylum,class,order,family,genus,species,habitat,source,life hist,geo_location,lat,long,acclim_type,acclim_period,trait_category,trait,details,temp_1,temp_2,r1.1,r1.1_se,r1.1_N,r1.1_CV,r1.1_logCV,r1.2,r1.2_se,r1.2_N,r1.2_CV,r1.2_logCV,r2.1,r2.1_se,r2.1_N,r2.1_CV,r2.1_logCV,r2.2,r2.2_se,r2.2_N,r2.2_CV,r2.2_logCV,units,notes
p194_o,NA,NA,Chordata,Actinopterygii,Perciformes,Zoarcidae,Zoarces,viviparous,m,w,a,"Kieler Bight, Germany",54.5,10.4,1,28,rest_MR,MR,rest,3,12,0.6,0.12,7,0.53,-0.64,1.17,0.18,7,0.41,-0.9,0.45,0.24,7,1.41,0.34,1.08,0.48,7,1.18,0.16,,
p194_o,NA,NA,Chordata,Actinopterygii,Perciformes,Zoarcidae,Zoarces,viviparous,m,w,a,"Stavanger, Norway",58.95,5.7,1,28,rest_MR,MR,rest,3,12,0.45,0.06,7,0.35,-1.04,1.14,0.18,7,0.42,-0.87,0.6,0.18,7,0.79,-0.23,0.9,0.12,7,0.35,-1.04,,
p195_o,NA,NA,Chordata,Reptilia,Squamata,Gekkonidae,Ptyodactylus,hasselquistii,f,w,a,"Jeddah, Saudi Arabia",21.55,39.15,2,NA,rest_MR,MR,rest,25,35,4.2,1.34,24,1.56,0.45,9.64,3.08,22,1.5,0.4,6.96,2.28,28,1.73,0.55,16.61,5.36,28,1.71,0.53,,
p196_o,NA,NA,Chordata,Reptilia,Squamata,Lacertidae,Acanthodactylus,boskianus,t,w,a,"Jeddah, Saudi Arabia",21.543333,39.172778,2,NA,rest_MR,MR,rest,20,30,0.13,0.02,15,0.5,-0.69,0.2,0.02,15,0.42,-0.87,0.07,0.01,22,0.63,-0.47,0.16,0.02,22,0.5,-0.69,ml g-1 h-1,
p197_o,NA,NA,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Ctenopharyngodon,idellus,f,c,a,"Shandong, China",36.4,118.4,1,42,rest_MR,MR,rest,10,30,1.09,0.25,NA,NA,NA,6.88,0.47,NA,NA,NA,0.69,0.09,NA,NA,NA,4.97,0.38,NA,NA,NA,,
p198_o,NA,NA,Mollusca,Gastropoda,Pulmonata,Polygyridae,Euchemotrema,leai,t,w,a,"Muscotah, Kansas",39.55333,-95.520833,1,21,rest_MR,MR,rest,5,15,0.95,0.03,7,0.08,-2.51,2.17,0.05,7,0.06,-2.84,0.78,0.05,7,0.18,-1.74,1.56,0.07,7,0.12,-2.09,ml/min/g,"it was p009_o; now given new IDs, old name: Stenotrema leai"
p198_o,NA,NA,Mollusca,Gastropoda,Pulmonata,Polygyridae,Euchemotrema,leai,t,w,a,"Muscotah, Kansas",39.55333,-95.520833,1,21,rest_MR,MR,rest,5,25,0.95,0.03,7,0.08,-2.51,3.38,0.34,7,0.27,-1.32,0.61,0.02,7,0.07,-2.67,2.45,0.07,7,0.08,-2.57,ml/min/g,"it was p009_o; now given new IDs, old name: Stenotrema leai"
p198_o,NA,NA,Mollusca,Gastropoda,Pulmonata,Polygyridae,Euchemotrema,leai,t,w,a,"Muscotah, Kansas",39.55333,-95.520833,1,21,rest_MR,MR,rest,15,25,1.56,0.07,7,0.12,-2.09,2.4,0.16,7,0.18,-1.74,0.78,0.01,7,0.02,-4.04,2.45,0.07,7,0.08,-2.57,ml/min/g,"it was p009_o; now given new IDs, old name: Stenotrema leai"
p2,fig,48,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Osmerus,mordax,f,c,j,"Canaan, ME, USA",44.765556,-69.556944,1,42,muscle,muscle power,red muscle,4,10,16.21,2.18,5,0.3,-1.2,28.55,3.15,9,0.33,-1.11,9.43,0.73,5,0.17,-1.75,22.5,7.02,9,0.94,-0.07,W kg-1,
p2,fig,48,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Osmerus,mordax,f,c,j,"Canaan, ME, USA",44.765556,-69.556944,1,42,muscle,muscle shortening velocity,red muscle,4,10,7.56,0.39,5,0.12,-2.16,10.36,0.39,9,0.11,-2.18,4.52,0.31,5,0.15,-1.87,8.1,0.47,9,0.17,-1.75,muscle length s-1,
p20,fig,1183,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Heliocidaris,erythrogramma,m,w,a,"Little Bay, Sydney",-33.9667,151.25,1,56,rest_MR,metabolic rate,,18,23,0.62,0.03,20,0.25,-1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.04,20,0.22,-1.51,mgO2/h.g,measured at Acclim T only
p22,fig,140,Crustacea,Malacostraca,Decapoda,Parastacidae,Cherax,quadricarinatus,f,c,j,"Tucuman, Argentina",-26.8083,-65.2176,1,112,rest_MR,metabolic rate,,20,25,4.18,0.25,12,0.21,-1.57,5.84,0.35,12,0.21,-1.57,3.24,0.2,12,0.21,-1.55,3.72,0.16,12,0.15,-1.89,micro g/min.g,animals from farm; nztive to Australia
p23,table,14,Arthropoda,Insecta,Lepidoptera,Tineidae,Pringleophaga,marioni,t,w,j,Marion Island,-46.9,37.75,1,7,rest_MR,metabolic rate,,5,10,38.49,5.75,18,0.63,-0.46,61.72,7.4,18,0.51,-0.68,34.54,4.55,18,0.56,-0.58,66.52,8.26,18,0.53,-0.64,microW,caterpilars
p24,fig,1463,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Ogden's Pond Estuary, Nova Scotia, Canada",46.1833,-62,1,28,mito_oxidation,S3 mito respiration,"heart, northern pop",5,15,2.09,0.41,7,0.52,-0.66,4.59,0.26,7,0.15,-1.92,3.11,0.31,7,0.26,-1.35,5.87,0.56,7,0.25,-1.37,pmol O2/mg tissue.s,
p24,fig,1463,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Jekyl Is, Georgia, USA",31.0333,-81.4167,1,28,mito_oxidation,S3 mito respiration,"heart, southern pop",15,33,6.84,0.82,7,0.32,-1.15,11.48,0.56,7,0.13,-2.05,4.64,0.46,7,0.26,-1.34,6.84,1.63,7,0.63,-0.46,pmol O2/mg tissue.s,
p24,fig,1467,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Ogden's Pond Estuary, Nova Scotia, Canada",46.1833,-62,1,28,mito_oxidation,S3 mito respiration,"brain, northern pop",5,15,0.85,0.21,7,0.66,-0.41,2.03,0.21,7,0.28,-1.28,1.23,0.16,7,0.35,-1.06,2.69,0.27,7,0.26,-1.34,pmol O2/mg tissue.s,
p24,fig,1467,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Jekyl Is, Georgia, USA",31.0333,-81.4167,1,28,mito_oxidation,S3 mito respiration,"brain, southern pop",15,33,2.88,0.19,7,0.17,-1.76,6.37,0.43,7,0.18,-1.73,1.57,0.43,7,0.72,-0.33,4.08,0.37,7,0.24,-1.42,pmol O2/mg tissue.s,
p24,fig,1463,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Ogden's Pond Estuary, Nova Scotia, Canada",46.1833,-62,1,28,mito_leak,S4 mito respiration,"heart, northern pop",5,15,0.35,0.14,7,1.02,0.02,0.98,0.16,7,0.44,-0.82,0.24,0.16,7,1.76,0.57,0.87,0.19,7,0.58,-0.55,pmol O2/mg tissue.s,
p24,fig,1463,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Jekyl Is, Georgia, USA",31.0333,-81.4167,1,28,mito_leak,S4 mito respiration,"heart, southern pop",15,33,1.06,0.24,7,0.61,-0.49,5.42,0.43,7,0.21,-1.55,0.54,0.24,7,1.19,0.17,3.36,0.54,7,0.43,-0.85,pmol O2/mg tissue.s,
p24,fig,1467,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Ogden's Pond Estuary, Nova Scotia, Canada",46.1833,-62,1,28,mito_leak,S4 mito respiration,"brain, northern pop",5,15,0.2,0.1,7,1.23,0.21,0.44,0.1,7,0.58,-0.55,0.18,0.12,7,1.83,0.61,0.64,0.07,7,0.28,-1.27,pmol O2/mg tissue.s,
p24,fig,1467,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Jekyl Is, Georgia, USA",31.0333,-81.4167,1,28,mito_leak,S4 mito respiration,"brain, southern pop",15,33,0.61,0.11,7,0.48,-0.74,2.95,0.15,7,0.13,-2.01,0.51,0.08,7,0.43,-0.84,1.75,0.17,7,0.26,-1.36,pmol O2/mg tissue.s,
p25,fig,1623,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Ogden's Pond Estuary, Nova Scotia, Canada",46.1833,-62,1,28,mito_oxidation,S3 mito respiration,liver,5,15,5.5,1.65,8,0.85,-0.16,35.46,3.3,8,0.26,-1.34,4.4,1.37,8,0.88,-0.12,24.74,1.37,8,0.16,-1.85,nmol O2/min.mg protein,
p25,fig,1623,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Ogden's Pond Estuary, Nova Scotia, Canada",46.1833,-62,1,28,mito_leak,S4 mito respiration,liver,5,15,1.31,0.55,8,1.19,0.17,4.49,0.76,8,0.48,-0.74,1.31,0.55,8,1.19,0.17,2.97,0.83,8,0.79,-0.24,nmol O2/min.mg protein,
p26,text,223,Crustacea,Malacostraca,Decapoda,Varunidae,Hemigrapsus,crenulatus,m,w,a,"Cariquilda River, Chile",-41.6167,-73.5833,1,21,rest_MR,MO2,NA,12,20,0.1,0,10,0.16,-1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0,10,0.11,-2.17,mgO2/h.g,measured at acclimation T only
p30,table,17,Chordata,Amphibia,Anura,Hyperolyiidae,Hyperolius,marmoratus,t,w,a,"Western Cape Province, SA",-33.992,18.82,1,14,max_MR,active metabolic rate,NA,15,25,0.57,0.1,10,0.55,-0.59,1.01,0.15,10,0.47,-0.76,0.39,0.04,10,0.33,-1.1,0.85,0.14,10,0.52,-0.65,ml CO2/g.h,
p30,table,17,Chordata,Amphibia,Anura,Hyperolyiidae,Hyperolius,marmoratus,t,w,a,"Western Cape Province, SA",-33.992,18.82,1,14,rest_MR,resting metabolic rate,NA,15,25,0.05,0.01,9,0.58,-0.55,0.11,0.02,9,0.6,-0.51,0.06,0.02,9,0.87,-0.14,0.11,0.02,9,0.46,-0.77,ml CO2/g.h,
p35,fig,3120,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,m,w,a,"Cambridge Bay, Nanavut, Canada",69.2,-105.0833,1,180,cardiac,maximal heart rate,NA,0.5,6.5,26.22,0.92,10,0.11,-2.2,43.14,2.12,10,0.16,-1.86,20.97,1.2,10,0.18,-1.71,35.32,1.29,10,0.12,-2.16,bpm,
p35,fig,3117,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,m,w,a,"Cambridge Bay, Nanavut, Canada",69.2,-105.0833,1,30,max_MR,maximal metabolic rate,NA,1,6.5,164.23,2.6,8,0.04,-3.1,172.69,3.47,8,0.06,-2.87,151.43,3.91,8,0.07,-2.62,213.06,6.29,8,0.08,-2.48,mgO2/kg.h,
p35,fig,3117,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,m,w,a,"Cambridge Bay, Nanavut, Canada",69.2,-105.0833,1,30,rest_MR,resting metabolic rate,NA,1,6.5,54.44,2.78,8,0.14,-1.94,84.03,2.22,8,0.07,-2.59,38.19,2.64,8,0.2,-1.63,72.36,4.72,8,0.18,-1.69,mgO2/kg.h,
p37,fig,391,Chordata,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,f,w,a,"Baltic Sea, Reference site, Sweden",60.41818,18.184931,1,5,metabolic_enzyme,asparate aminotransferase AAT,enzyme activity,16,23,0.25,0.01,10,0.18,-1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.01,10,0.09,-2.36,U mg-1 protein,
p37,fig,391,Chordata,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,f,w,a,"Baltic Sea, Biotest site, Sweden",60.41818,18.184931,1,5,metabolic_enzyme,asparate aminotransferase AAT,enzyme activity,16,23,0.15,0.01,10,0.18,-1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.01,10,0.13,-2.07,U mg-1 protein,
p37,fig,391,Chordata,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,f,w,a,"Baltic Sea, Reference site, Sweden",60.41818,18.184931,1,5,metabolic_enzyme,citate synthase CS,enzyme activity,16,23,0.22,0.01,10,0.19,-1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.01,10,0.09,-2.45,U mg-1 protein,
p37,fig,391,Chordata,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,f,w,a,"Baltic Sea, Biotest site, Sweden",60.41818,18.184931,1,5,metabolic_enzyme,citate synthase CS,enzyme activity,16,23,0.21,0.01,10,0.16,-1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0.02,10,0.15,-1.9,U mg-1 protein,
p37,fig,391,Chordata,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,f,w,a,"Baltic Sea, Reference site, Sweden",60.41818,18.184931,1,5,metabolic_enzyme,hydroxy acyl CoA dehydrogenase HOAD,enzyme activity,16,23,0.03,0,10,0.2,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0,10,0.12,-2.15,U mg-1 protein,
p37,fig,391,Chordata,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,f,w,a,"Baltic Sea, Biotest site, Sweden",60.41818,18.184931,1,5,metabolic_enzyme,hydroxy acyl CoA dehydrogenase HOAD,enzyme activity,16,23,0.03,0,10,0.18,-1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0,10,0.16,-1.82,U mg-1 protein,
p37,fig,391,Chordata,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,f,w,a,"Baltic Sea, Reference site, Sweden",60.41818,18.184931,1,5,metabolic_enzyme,lactate dehydrogenase LDH,enzyme activity,16,23,3.53,0.15,10,0.13,-2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.22,0.25,10,0.19,-1.66,U mg-1 protein,
p37,fig,391,Chordata,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,f,w,a,"Baltic Sea, Biotest site, Sweden",60.41818,18.184931,1,5,metabolic_enzyme,lactate dehydrogenase LDH,enzyme activity,16,23,2.41,0.15,10,0.2,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,0.16,10,0.17,-1.78,U mg-1 protein,
p37,fig,391,Chordata,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,f,w,a,"Baltic Sea, Reference site, Sweden",60.41818,18.184931,1,5,metabolic_enzyme,malate dehydrogenase MDH,enzyme activity,16,23,4.64,0.2,10,0.14,-1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.52,0.15,10,0.09,-2.44,U mg-1 protein,
p37,fig,391,Chordata,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,f,w,a,"Baltic Sea, Biotest site, Sweden",60.41818,18.184931,1,5,metabolic_enzyme,malate dehydrogenase MDH,enzyme activity,16,23,3.47,0.08,10,0.07,-2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12,0.14,10,0.11,-2.25,U mg-1 protein,
p37,fig,391,Chordata,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,f,w,a,"Baltic Sea, Reference site, Sweden",60.41818,18.184931,1,5,metabolic_enzyme,pyruvate dehydrogenase PDH,enzyme activity,16,23,0,0,10,0.19,-1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,0.17,-1.76,U mg-1 protein,
p37,fig,391,Chordata,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,f,w,a,"Baltic Sea, Biotest site, Sweden",60.41818,18.184931,1,5,metabolic_enzyme,pyruvate dehydrogenase PDH,enzyme activity,16,23,0,0,10,0.24,-1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,0.17,-1.75,U mg-1 protein,
p37,fig,391,Chordata,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,f,w,a,"Baltic Sea, Reference site, Sweden",60.41818,18.184931,1,5,metabolic_enzyme,pyruvate kinase PK,enzyme activity,16,23,0.49,0.04,10,0.28,-1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.05,10,0.34,-1.07,U mg-1 protein,
p37,fig,391,Chordata,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,f,w,a,"Baltic Sea, Biotest site, Sweden",60.41818,18.184931,1,5,metabolic_enzyme,pyruvate kinase PK,enzyme activity,16,23,0.63,0.04,10,0.2,-1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.07,10,0.49,-0.72,U mg-1 protein,
p39,fig3,158,Chordata,Actinopterygii,Perciformes,Nototheniidae,Trematomus,bernacchii,m,w,a,"McMurdo Sound, Antarctica",-77.88333333,166.6666667,2,28,rest_MR,resting metabolic rate,resting,-1,4,9.71,2.01,4,0.41,-0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,0.59,4,0.05,-3.01,"scaled to 100g fish, mass exponent -0.25",
p39,fig3,158,Chordata,Actinopterygii,Perciformes,Nototheniidae,Trematomus,hansoni,m,w,a,"McMurdo Sound, Antarctica",-77.88333333,166.6666667,2,28,rest_MR,resting metabolic rate,resting,-1,4,19.82,1.19,4,0.12,-2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.33,3.88,4,0.21,-1.54,"scaled to 100g fish, mass exponent -0.25",
p39,fig3,158,Chordata,Actinopterygii,Perciformes,Nototheniidae,Trematomus,newnesi,m,w,a,"McMurdo Sound, Antarctica",-77.88333333,166.6666667,2,28,rest_MR,resting metabolic rate,resting,-1,4,19.71,3.25,4,0.33,-1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.27,4.31,4,0.36,-1.03,"scaled to 100g fish, mass exponent -0.25",
p39,fig3,158,Chordata,Actinopterygii,Perciformes,Nototheniidae,Pagothenia,borchgrevinki,m,w,a,"McMurdo Sound, Antarctica",-77.88333333,166.6666667,2,28,rest_MR,resting metabolic rate,resting,-1,4,11.26,1.22,4,0.22,-1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.27,4.63,4,0.28,-1.28,"scaled to 100g fish, mass exponent -0.25",
p40,table1,576,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,scorpius,m,w,a,Qeqertarsuaq,69.250684,-53.538785,1,7,cardiac,Heart rate,NA,1,6,28.1,1.1,6,0.1,-2.34,40,1.6,6,0.1,-2.32,37.1,2,6,0.13,-2.02,41,3.1,6,0.19,-1.69,beats/min,1C acclimation was 10 days but 6 C acclimation was 5 days; just took average
p40,table1,576,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,scorpius,m,w,a,Qeqertarsuaq,69.250684,-53.538785,1,7,cardiac,Stroke volume,NA,1,6,1.92,0.15,6,0.19,-1.65,1.4,0.09,6,0.16,-1.85,1.32,0.13,6,0.24,-1.42,2.12,0.14,6,0.16,-1.82,L/kg,
p41,figS5,supplement,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,m,w,a,"Port Stephens Fisheries Insitute, Port Stephens, NSW",-32.738266,152.065412,1,14,metabolic_enzyme,COX Activity,abductor muscle,22,27,1.55,0.2,9,0.38,-0.97,1.84,0.24,9,0.39,-0.95,1.92,0.26,9,0.41,-0.89,2.33,0.3,9,0.39,-0.93,umol/g/min,Only used non-toxic treatment
p41,figS3,supplement,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,m,w,a,"Port Stephens Fisheries Insitute, Port Stephens, NSW",-32.738266,152.065412,1,14,metabolic_enzyme,COX Activity,abductor muscle,22,27,1.17,0.09,9,0.22,-1.51,1.38,0.1,9,0.22,-1.51,1.37,0.11,9,0.25,-1.4,1.41,0.16,9,0.35,-1.06,umol/g/min,Only used non-toxic treatment
p41,figS4,supplement,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,m,w,a,"Port Stephens Fisheries Insitute, Port Stephens, NSW",-32.738266,152.065412,1,14,metabolic_enzyme,COX Activity,digestive,22,27,13.86,1.81,9,0.39,-0.94,14.35,1.91,9,0.4,-0.92,10.44,1.11,9,0.32,-1.14,10.81,1.21,9,0.33,-1.09,umol/g/min,Only used non-toxic treatment
p41,figS2,supplement,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,m,w,a,"Port Stephens Fisheries Insitute, Port Stephens, NSW",-32.738266,152.065412,1,14,metabolic_enzyme,COX Activity,digestive,22,27,18.81,2.41,9,0.38,-0.96,16.01,2.3,9,0.43,-0.84,24.18,3.3,9,0.41,-0.89,20.24,2.89,9,0.43,-0.85,umol/g/min,Only used non-toxic treatment
p41,figS5,supplement,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,m,w,a,"Port Stephens Fisheries Insitute, Port Stephens, NSW",-32.738266,152.065412,1,14,metabolic_enzyme,CS Activity,abductor muscle,22,27,3.11,0.22,9,0.22,-1.54,4.24,0.29,9,0.21,-1.58,3.46,0.17,9,0.15,-1.9,4.34,0.29,9,0.2,-1.62,umol/g/min,Only used non-toxic treatment
p41,figS3,supplement,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,m,w,a,"Port Stephens Fisheries Insitute, Port Stephens, NSW",-32.738266,152.065412,1,14,metabolic_enzyme,CS Activity,abductor muscle,22,27,3.79,0.19,9,0.15,-1.9,4.35,0.38,9,0.26,-1.35,3.38,0.23,9,0.21,-1.57,3.84,0.33,9,0.26,-1.35,umol/g/min,Only used non-toxic treatment
p41,figS4,supplement,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,m,w,a,"Port Stephens Fisheries Insitute, Port Stephens, NSW",-32.738266,152.065412,1,14,metabolic_enzyme,CS Activity,digestive,22,27,15.92,0.51,9,0.1,-2.33,19.13,1.01,9,0.16,-1.85,14.33,1.01,9,0.21,-1.55,17.5,1.05,9,0.18,-1.71,umol/g/min,Only used non-toxic treatment
p41,figS2,supplement,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,m,w,a,"Port Stephens Fisheries Insitute, Port Stephens, NSW",-32.738266,152.065412,1,14,metabolic_enzyme,CS Activity,digestive,22,27,20.96,1.62,9,0.23,-1.46,25.89,1.18,9,0.14,-1.99,22.11,1.19,9,0.16,-1.82,27.33,2.31,9,0.25,-1.37,umol/g/min,Only used non-toxic treatment
p41,figS5,supplement,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,m,w,a,"Port Stephens Fisheries Insitute, Port Stephens, NSW",-32.738266,152.065412,1,14,metabolic_enzyme,LDH Activity,abductor muscle,22,27,3.95,0.4,9,0.3,-1.19,4.94,0.42,9,0.26,-1.36,5.38,0.6,9,0.33,-1.1,6.48,0.64,9,0.3,-1.22,umol/g/min,Only used non-toxic treatment
p41,figS3,supplement,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,m,w,a,"Port Stephens Fisheries Insitute, Port Stephens, NSW",-32.738266,152.065412,1,14,metabolic_enzyme,LDH Activity,abductor muscle,22,27,16.87,1.39,9,0.25,-1.4,18.36,1.31,9,0.21,-1.54,15.61,2.2,9,0.42,-0.86,18.14,2.51,9,0.42,-0.88,umol/g/min,Only used non-toxic treatment
p41,figS4,supplement,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,m,w,a,"Port Stephens Fisheries Insitute, Port Stephens, NSW",-32.738266,152.065412,1,14,metabolic_enzyme,LDH Activity,digestive,22,27,0.73,0.07,9,0.29,-1.25,0.71,0.07,9,0.3,-1.22,0.71,0.08,9,0.36,-1.03,0.65,0.08,9,0.38,-0.98,umol/g/min,Only used non-toxic treatment
p41,figS2,supplement,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,m,w,a,"Port Stephens Fisheries Insitute, Port Stephens, NSW",-32.738266,152.065412,1,14,metabolic_enzyme,LDH Activity,digestive,22,27,0.61,0.05,9,0.25,-1.4,0.61,0.05,9,0.23,-1.48,0.84,0.08,9,0.29,-1.24,0.68,0.09,9,0.41,-0.9,umol/g/min,Only used non-toxic treatment
p41,fig4,3409,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,m,w,a,"Port Stephens Fisheries Insitute, Port Stephens, NSW",-32.738266,152.065412,1,14,rest_MR,Routine Metabolic Rate,NA,22,27,2.24,0.4,8,0.5,-0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,0.44,9,0.57,-0.56,mg 02 /h/DTM/Hr,Only used non-toxic treatment
p41,fig4,3409,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,glomerata,m,w,a,"Port Stephens Fisheries Insitute, Port Stephens, NSW",-32.738266,152.065412,1,14,rest_MR,Routine Metabolic Rate,NA,22,27,1.58,0.24,9,0.45,-0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81,0.61,9,0.65,-0.43,mg 02 /h/DTM/Hr,Only used non-toxic treatment
p42,fig4,605,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,auratus,f,c,a,"Delta Aquatic Nurseries, Richmond, British Columbia",49.154938,-123.092218,1,21,cardiac,Heart Rate,NA,20,28,82.48,27.65,5,0.75,-0.29,129.54,17.67,7,0.36,-1.02,85.9,8.73,15,0.39,-0.93,163.03,15.47,15,0.37,-1,beats/min,
p42,fig2,602,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,auratus,f,c,a,"Delta Aquatic Nurseries, Richmond, British Columbia",49.154938,-123.092218,1,21,max_MR,Max MO2,NA,20,28,10.4,1.66,4,0.32,-1.14,10.97,1.89,5,0.38,-0.96,3.93,1.4,4,0.71,-0.34,10.78,2.01,4,0.37,-0.99,umol/hr/g,
p42,fig2,602,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,auratus,f,c,a,"Delta Aquatic Nurseries, Richmond, British Columbia",49.154938,-123.092218,1,21,rest_MR,Min MO2,NA,20,28,5.56,1.04,5,0.42,-0.88,8.12,1.42,4,0.35,-1.05,2.31,0.85,5,0.82,-0.2,3.98,0.88,4,0.44,-0.82,umol/hr/g,
p44,fig1,317,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Bovallia,gigantea,m,w,a,"Martel Inlet, Admiralty Bay, King George Island, Antarctica",-62.08333333,-58.36666667,2,5,rest_MR,metabolic rate,Salinity of 30 only,0,5,51.61,22.86,30,2.43,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.21,35.61,30,1.95,0.67,μLO2 g-1 h-1,
p45,fig1,246,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Gondogeneia,antarctica,m,w,a,"Martel Inlet, Admiralty Bay, King George Island, Antarctica",-62.08333333,-58.36666667,2,5,rest_MR,metabolic rate,Salinity of 30 only,0,5,76.59,2.26,30,0.16,-1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.29,3.91,30,0.17,-1.78,uL O2/g/hr,
