"paper","habitat","source","life.hist","lat","long","acclim_type","acclim_period","trait_category","trait","temp_1","temp_2","r1.1","r1.1_N","r1.2","r1.2_N","r2.1","r2.1_N","r2.2","r2.2_N","units","species_full","r1.1_sd","r1.2_sd","r2.1_sd","r2.2_sd","lnRR_Q10","V_lnRR_Q10","lnVR_Q10","V_lnVR_Q10","lnCVR_Q10","V_lnCVR_Q10","type"
"p132_o","f","w","a",42.5,-8.1,1,113,"rest_MR","MR",10,29,15,4,80,4,7,4,95,4,"ul/g/h","Rana perezi",2,12,2,30,0.971487731841227,0.00813717240079837,1.42528957952748,0.0923361034164358,0.453801847686252,0.100473275817234,"acclim"
"p133","t","w","j",30.31666667,120.4166667,1,28,"sprint","Running Speed (cm/s)",17,33,1.22,36,1.75,36,3.03,36,5.72,36,"cm/s","Mauremys reevesii",1.32,1.2,3.54,5.04,0.965698716654088,0.0211265574318522,0.837358965928124,0.0111607142857143,-0.128339750725965,0.0322872717175665,"acclim"
"p133","t","w","j",30.31666667,120.4166667,1,28,"sprint","Swimming Speed (cm/s)",17,33,4.09,36,3.86,36,6.82,36,9.07,36,"cm/s","Mauremys reevesii",2.76,2.52,3.06,3.36,0.497767058795209,0.00643025382297381,0.122943933903784,0.0111607142857143,-0.374823124891425,0.0175909681086881,"acclim"
"p134_o","f","w","a",36.102764,-80.260492,1,7,"cardiac","HR",15,25,7,10,18,10,8,10,19,10,"","Pyganodon cataracta",1.58113883008419,6.32455532033676,1.58113883008419,6.32455532033676,0.998528830111127,0.0161823732262988,1.38629436111989,0.111111111111111,0.387765531008764,0.12729348433741,"acclim"
"p134_o","f","w","j",36.102764,-80.260492,1,7,"cardiac","HR",15,25,27,20,53,20,19,20,53,20,"","Pyganodon cataracta",2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,0.674455047547793,0.000431935172122137,0,0.0526315789473684,-0.674455047547793,0.0530635141194906,"acclim"
"p134_o","f","w","a",35.491111,-80.832778,1,7,"cardiac","HR",15,25,7.5,10,14,10,7.5,10,14,10,"","Utterbackia imbecillis",1.58113883008419,1.58113883008419,1.58113883008419,1.58113883008419,0.624154309072994,0.00571995464852608,0,0.111111111111111,-0.624154309072994,0.116831065759637,"acclim"
"p134_o","f","w","j",35.491111,-80.832778,1,7,"cardiac","HR",15,25,15,20,27,20,18,20,43,20,"","Utterbackia imbecillis",2.23606797749979,2.23606797749979,2.23606797749979,13.4164078649987,1.05314991459135,0.00597860705486449,1.79175946922805,0.0526315789473684,0.738609554636703,0.0586101860022329,"acclim"
"p135","f","c","j",29.4316,106.426409,1,14,"metabolic_enzyme","COX activity",12.5,27.5,433.1,10,801.26,10,352.61,10,676.35,10,"nmol O2 min-1 mg -1 mitochondrial protein","Silurus meridionalis",156.311384742123,165.893086052433,212.41019043351,125.605668661888,0.297161363543081,0.00732207681757783,-0.145801792094597,0.0493827160493827,-0.442963155637679,0.0567047928669605,"acclim"
"p135","f","c","j",29.4316,106.426409,1,14,"metabolic_enzyme","COX activity",12.5,27.5,175.77,10,398.16,10,126.59,10,326.78,10,"nmol O2 min-1 mg -1 mitochondrial protein","Silurus meridionalis",70.80339681117,272.113992657489,71.3409840133986,75.9262866206428,0.413407226251914,0.00961101014781433,0.0465706530816657,0.0493827160493827,-0.366836573170248,0.058993726197197,"acclim"
"p135","f","c","j",29.4316,106.426409,1,14,"metabolic_enzyme","COX activity",12.5,27.5,155.23,10,365.69,10,127.4,10,297.73,10,"nmol O2 min-1 mg -1 mitochondrial protein","Silurus meridionalis",79.9107564724549,83.4525074518435,81.1124219833189,136.863377132087,0.434186098330679,0.0211698941224915,0.358715142092082,0.0493827160493827,-0.0754709562385965,0.0705526101718742,"acclim"
"p135","f","c","j",29.4316,106.426409,1,14,"metabolic_enzyme","COX activity",12.5,27.5,91.08,10,148.72,10,66.1,10,148.64,10,"nmol O2 min-1 mg -1 mitochondrial protein","Silurus meridionalis",53.4108696802439,28.9664633671424,46.8333321470937,46.4222360512718,0.326526022579993,0.0196188693874671,-0.0934904717555595,0.0493827160493827,-0.420016494335552,0.0690015854368499,"acclim"
"p135","f","c","j",29.4316,106.426409,1,14,"metabolic_enzyme","COX activity",12.5,27.5,31.2,10,66.92,10,30.89,10,67.38,10,"nmol O2 min-1 mg -1 mitochondrial protein","Silurus meridionalis",16.5703349392823,20.3650681314844,17.4241499075278,21.1240147699248,0.513286762108647,0.0169046021817384,0.161864326143736,0.0493827160493827,-0.351422435964911,0.0662873182311211,"acclim"
"p135","f","c","j",29.4316,106.426409,1,14,"mito_oxidation","State III rate",12.5,27.5,39.87,10,81.17,10,28.43,10,81.17,10,"nmol O2 min-1 mg -1 mitochondrial protein","Silurus meridionalis",9.39196465070009,13.9772672579442,11.8901640022331,13.9772672579442,0.473947706253214,0.00378411961893778,0.265051828849999,0.0493827160493827,-0.208895877403215,0.0531668356683205,"acclim"
"p135","f","c","j",29.4316,106.426409,1,14,"mito_oxidation","State III rate",12.5,27.5,17.82,10,37.03,10,10.65,10,30.9,10,"nmol O2 min-1 mg -1 mitochondrial protein","Silurus meridionalis",5.15451258607446,4.77503926685425,4.4904342774391,9.3603418740984,0.366956507907358,0.00779692623641402,0.397739502344865,0.0493827160493827,0.0307829944375076,0.0571796422857967,"acclim"
"p135","f","c","j",29.4316,106.426409,1,14,"mito_oxidation","State III rate",12.5,27.5,16.29,10,38.46,10,10.15,10,32.6,10,"nmol O2 min-1 mg -1 mitochondrial protein","Silurus meridionalis",6.60916030975191,6.26130976713339,5.37587202228625,8.31679024624284,0.462507243839139,0.0102085380508045,0.153213186808636,0.0493827160493827,-0.309294057030503,0.0595912541001872,"acclim"
"p135","f","c","j",29.4316,106.426409,1,14,"mito_oxidation","State III rate",12.5,27.5,7.82,10,19.32,10,5.85,10,19.49,10,"nmol O2 min-1 mg -1 mitochondrial protein","Silurus meridionalis",6.45104642674349,5.97670477771824,5.50236312869298,4.52205705404078,0.608811305974833,0.0326383234443244,-0.236850242389539,0.0493827160493827,-0.845661548364373,0.0820210394937071,"acclim"
"p135","f","c","j",29.4316,106.426409,1,14,"mito_oxidation","State III rate",12.5,27.5,2.61,10,6.34,10,2.59,10,7.38,10,"nmol O2 min-1 mg -1 mitochondrial protein","Silurus meridionalis",1.70762993649093,2.43495379832965,1.61276160668587,2.75118156434649,0.692948944851853,0.0252014819030989,0.317949381393539,0.0493827160493827,-0.374999563458313,0.0745841979524816,"acclim"
"p135_o","f","c","a",30.46,91.14,1,21,"rest_MR","MR",10,30,15.01,8,60.96,8,10.94,8,51.58,8,"","Procambarus clarkii",11.4834141264695,44.208315959783,6.19425540319416,26.5306464301193,0.617208677403914,0.0265583830041976,0.418698394702246,0.0357142857142857,-0.198510282701668,0.0622726687184833,"acclim"
"p135_o","f","c","a",30.46,91.14,1,21,"rest_MR","MR",10,30,13.13,8,75.97,8,17.19,8,85.97,8,"","Procambarus zonangulus",7.07106781186548,39.7959696451789,10.6066017177982,44.208315959783,0.939549354935824,0.0173268895492401,0.916450706279615,0.0357142857142857,-0.0230986486562087,0.0530411752635258,"acclim"
"p137","t","w","a",19.161673,45.879207,1,21,"rest_MR","log Adjusted MR",21,30,0.09,22,0.13,18,0.45,22,0.55,18,"log ml/hr","Mabuya brevicollis",0.187616630392937,0.127279220613579,0.140712472794703,0.0848528137423857,2.01123178655139,0.245497750922368,-0.88164725365669,0.0657052944634644,-2.89287904020808,0.311203045385832,"acclim"
"p14","m","w","a",44.7072,61.9016,1,24,"other","NaCl excretion rate in opercular epithelia",5,20,18.34,12,57.99,12,49.11,12,165.09,12,"microA/cm2","Fundulus heteroclitus",16.3852006396016,22.5513015145468,26.6389414204093,71.7415444495029,1.46493754194097,0.0365566654587288,0.984460981935767,0.0404040404040404,-0.480476560005205,0.0769607058627692,"acclim"
"p142_o","m","w","a",77.85,166.75,1,28,"max_MR","MR",-1,4,98.4,8,87,8,69,8,98.4,8,"","Pagothenia borchgrevinki",14.142135623731,28.2842712474619,22.6274169979695,25.7386868351903,0,0.0445378081829599,1.19767300217741,0.571428571428571,1.19767300217741,0.615966379611531,"acclim"
"p142_o","m","w","a",77.85,166.75,1,26,"endurance","swim",-1,4,1.88,8,1.56,16,1.71,16,2.04,8,"","Pagothenia borchgrevinki",0.169705627484771,0.2,0.44,0.311126983722081,0.163356062028535,0.0157043839913228,1.21227160714063,0.571428571428571,1.0489155451121,0.587132955419894,"acclim"
"p143_o","f","w","j",33.85,151.2,1,42,"metabolic_enzyme","CS",10,20,8.2,8,8.8,8,6.2,8,6.5,8,"","Limnodynastes peronii",2.82842712474619,2.54558441227157,5.65685424949238,8.48528137423857,-0.232331977368616,0.227889851419802,1.09861228866811,0.142857142857143,1.33094426603673,0.370746994276944,"acclim"
"p143_o","f","w","j",33.85,151.2,1,42,"metabolic_enzyme","LDH",10,20,27,8,39.5,8,5,8,8,8,"","Limnodynastes peronii",2.82842712474619,4.24264068711929,1.4142135623731,2.82842712474619,-1.21639532432449,0.0169967421124829,0,0.142857142857143,1.21639532432449,0.159853884969626,"acclim"
"p144_o","f","w","a",33.85,151.2,1,60,"metabolic_enzyme","COX",15,25,4,5,4.6,5,3.5,5,4.3,5,"","Limnodynastes peronii",1.11803398874989,1.11803398874989,0.894427190999916,1.11803398874989,0.0723206615796261,0.0291458220659816,0,0.25,-0.072320661579626,0.279145822065982,"acclim"
"p144_o","f","w","a",33.85,151.2,1,60,"metabolic_enzyme","COX",15,25,5.6,5,5.8,5,3,5,4.8,5,"","Limnodynastes peronii",0.670820393249937,1.34164078649987,0.670820393249937,1.34164078649987,-0.154150679827258,0.0184948979591837,0.693147180559945,0.25,0.847297860387204,0.268494897959184,"acclim"
"p144_o","f","w","a",33.85,151.2,1,60,"metabolic_enzyme","COX",15,25,11.6,5,13.2,5,6.4,5,12.4,5,"","Limnodynastes peronii",1.78885438199983,6.03738353924943,1.56524758424985,5.3665631459995,0.0666913744986724,0.0422172207161337,1.09861228866811,0.25,1.03192091416944,0.292217220716134,"acclim"
"p144_o","f","w","a",33.85,151.2,1,60,"metabolic_enzyme","COX",15,25,5,5,6.2,5,3.5,5,8.2,5,"","Limnodynastes peronii",2.68328157299975,2.90688837074973,1.34164078649987,6.70820393249937,0.494696241836107,0.191448899464604,0.916290731874155,0.25,0.421594490038048,0.441448899464604,"acclim"
"p144_o","f","w","a",33.85,151.2,1,60,"metabolic_enzyme","CS",15,25,7,5,8,5,6,5,9,5,"","Limnodynastes peronii",0.894427190999916,1.56524758424985,1.11803398874989,1.78885438199983,0.251314428280906,0.0111665406903502,0.693147180559945,0.25,0.441832752279039,0.26116654069035,"acclim"
"p144_o","f","w","a",33.85,151.2,1,60,"metabolic_enzyme","CS",15,25,4,5,6,5,6,5,9,5,"","Limnodynastes peronii",0.670820393249937,1.11803398874989,1.34164078649987,2.68328157299975,0.810930216216329,0.0234027777777778,1.38629436111989,0.25,0.575364144903562,0.273402777777778,"acclim"
"p144_o","f","w","a",33.85,151.2,1,60,"metabolic_enzyme","CS",15,25,36.9,5,53.3,5,14.5,5,26.3,5,"","Limnodynastes peronii",14.0872282582487,19.9010049997481,9.6150923032491,8.72066511224918,-0.338642611862763,0.0511389355106924,-0.479573080261886,0.25,-0.140930468399124,0.301138935510692,"acclim"
"p144_o","f","w","a",33.85,151.2,1,60,"metabolic_enzyme","CS",15,25,6.8,5,11.3,5,6.8,5,9.3,5,"","Limnodynastes peronii",2.45967477524977,7.82623792124926,2.23606797749979,4.02492235949962,0.313091787977149,0.0636287982169669,0.492476485097794,0.25,0.179384697120645,0.313628798216967,"acclim"
"p144_o","f","w","a",33.85,151.2,1,60,"metabolic_enzyme","HOAD",15,25,6.4,5,12.6,5,3.4,5,5.3,5,"","Limnodynastes peronii",4.69574275274956,6.70820393249937,0.670820393249937,2.23606797749979,-0.18859116980755,0.14326587322557,-0.741937344729377,0.25,-0.553346174921827,0.39326587322557,"acclim"
"p144_o","f","w","a",33.85,151.2,1,60,"metabolic_enzyme","HOAD",15,25,2.1,5,3.1,5,2,5,3.2,5,"","Limnodynastes peronii",0.447213595499958,1.11803398874989,0.670820393249937,0.894427190999916,0.421213465076303,0.0246952947845805,0.693147180559945,0.25,0.271933715483642,0.27469529478458,"acclim"
"p144_o","f","w","a",33.85,151.2,1,60,"metabolic_enzyme","LDH",15,25,222,5,327,5,162,5,237,5,"","Limnodynastes peronii",33.0938060669969,31.528558482747,33.9882332579968,34.4354468534968,0.0653827592628517,0.00866670227349606,0.0397403286495141,0.25,-0.0256424306133377,0.258666702273496,"acclim"
"p144_o","f","w","a",33.85,151.2,1,60,"metabolic_enzyme","LDH",15,25,35,5,55,5,36,5,61,5,"","Limnodynastes peronii",7.82623792124926,12.7455874717488,8.04984471899924,12.7455874717488,0.555525802683898,0.0187315237839291,0.487703206345136,0.25,-0.0678225963387611,0.268731523783929,"acclim"
"p144_o","f","w","a",33.85,151.2,1,60,"metabolic_enzyme","LDH",15,25,134,5,194,5,107,5,160,5,"","Limnodynastes peronii",29.7397041007472,27.2800293254974,30.8577380894971,36.4479080332466,0.177334015282915,0.0202298188105647,0.203401072585008,0.25,0.0260670573020931,0.270229818810565,"acclim"
"p144_o","f","w","a",33.85,151.2,1,60,"rest_MR","MR",15,25,17.41,5,45.98,5,17.86,5,42.41,5,"","Limnodynastes peronii",1.99010049997481,17.9779865390983,2.99633108984972,19.9680870390731,0.890339429706402,0.0469502661424947,2.30595021114436,0.25,1.41561078143796,0.296950266142495,"acclim"
"p146_o","m","c","a",54.15,7.9,1,14,"rest_MR","MR",5,15,9.38,8,29.7,8,12.51,8,53.15,8,"","Idotea balthica",17.6776695296637,22.1183001155152,13.2653232150596,13.2653232150596,1.73453834176982,0.451757193059012,-0.287148881290122,0.142857142857143,-2.02168722305995,0.594614335916155,"acclim"
"p146_o","m","c","a",54.15,7.9,1,14,"rest_MR","MR",5,15,9.38,8,28.14,8,6.88,8,29.7,8,"","Idotea emarginata",17.6776695296637,17.6776695296637,15.0189480324023,13.2653232150596,1.15256728279052,0.468907093724068,-0.287148881290122,0.142857142857143,-1.43971616408064,0.61176423658121,"acclim"
"p147_o","t","c","a",5.14,-60.76,1,15,"rest_MR","MR",15,20,0.75,13,0.76,13,1.2,20,1.3,22,"ml/min","Geochelone carbonaria",0.180277563773199,0.252388589282479,0.670820393249937,0.844274836768217,1.10009267383854,0.0944641683103222,3.08796078682091,0.261904761904762,1.98786811298236,0.356368930215084,"acclim"
"p147_o","t","c","a",5.14,-60.76,1,15,"rest_MR","MR",15,30,0.75,13,1.1,13,1.8,17,2.4,19,"ml/min","Geochelone carbonaria",0.180277563773199,0.540832691319598,0.824621125123532,0.653834841531101,0.775433873203787,0.00371141975308642,0.858904733013708,0.0308641975308642,0.0834708598099204,0.0345756172839506,"acclim"
"p147_o","t","c","a",5.14,-60.76,1,15,"rest_MR","MR",20,30,1.3,22,1.25,22,2.3,17,2.4,19,"ml/min","Geochelone carbonaria",0.844274836768217,0.938083151964686,0.824621125123532,0.653834841531101,0.613104472886409,0.0230778476331361,-0.255623293889892,0.0515873015873016,-0.868727766776301,0.0746651492204377,"acclim"
"p149_o","f","w","j",28,153,1,28,"metabolic_enzyme","COX",14,22,3,15,3.9,15,2,15,3.6,15,"","Oreochromis mossambicus",2.32379000772445,3.09838667696593,2.32379000772445,3.87298334620742,0.227901945992443,0.183063271604938,0.638532029707488,0.111607142857143,0.410630083715045,0.294670414462081,"acclim"
"p149_o","f","w","j",28,153,1,28,"metabolic_enzyme","COX",14,22,1.6,15,2.1,15,1.6,15,1.8,15,"","Oreochromis mossambicus",0.774596669241483,0.774596669241483,0.774596669241483,1.54919333848297,0.147228794570479,0.10157455632716,0.866433975699932,0.111607142857143,0.719205181129452,0.213181699184303,"acclim"
"p149_o","f","w","j",28,153,1,28,"metabolic_enzyme","LDH",14,22,9.5,15,9.5,15,3.2,15,4,15,"","Oreochromis mossambicus",3.87298334620742,4.6475800154489,2.32379000772445,3.09838667696593,-1.08124679685826,0.0798130193905817,-0.278929439142762,0.111607142857143,0.802317357715494,0.191420162247725,"acclim"
"p149_o","f","w","j",28,153,1,28,"metabolic_enzyme","LDH",14,22,175,15,205,15,180,15,210,15,"","Oreochromis mossambicus",116.189500386223,77.4596669241483,38.7298334620742,96.8245836551854,0.227901945992443,0.068062641723356,-0.227901945992443,0.111607142857143,-0.455803891984887,0.179669784580499,"acclim"
"p149_o","f","w","j",28,153,1,28,"max_MR","MR",14,22,1.95,15,3.65,15,1.2,15,4,15,"","Oreochromis mossambicus",0.387298334620742,0.774596669241483,0.193649167310371,1.16189500386223,0.898081235680294,0.0128982012245233,1.37326536083514,0.111607142857143,0.475184125154843,0.124505344081666,"acclim"
"p149_o","f","w","j",28,153,1,28,"endurance","swim",14,22,3.5,15,2.7,15,1.95,15,4.85,15,"","Oreochromis mossambicus",0.309838667696593,0.387298334620742,0.193649167310371,0.774596669241483,0.40776967056753,0.00347335703332242,1.14536341484269,0.111607142857143,0.737593744275164,0.115080499890465,"acclim"
"p150_o","t","w","a",39.47,87.39,1,46,"sprint","run",10,20,1.1,25,3.4,25,1.1,25,4,25,"cm/s","Porcellio scaber",1,2,1.25,4.5,1.29098418131557,0.0836828512396694,1.50407739677627,0.0416666666666667,0.213093215460708,0.125349517906336,"acclim"
"p151_o","f","c","a",48.2,16.35,1,21,"ATPase","Na/K ATPase",5,25,5.27,3,33.28,3,2.03,3,5.07,4,"umol pi/mg/h","Rutilus rutilus",0.190525588832577,2.78860180018589,0.207846096908265,1.2,-0.0193447724750895,0.00361019709265632,0.92014516282481,0.104166666666667,0.9394899352999,0.107776863759323,"acclim"
"p151_o","f","c","a",48.2,16.35,1,21,"ATPase","Na/K ATPase",5,25,3.27,3,13.18,3,2.09,3,5.96,3,"umol pi/mg/h","Rutilus rutilus",0.190525588832577,2.07846096908265,0.242487113059643,2.59807621135332,0.300140248084048,0.0161183333384872,1.30637001064894,0.125,1.00622976256489,0.141118333338487,"acclim"
"p153_o","t","w","a",27.45,153.35,1,28,"metabolic_enzyme","COX",20,30,10.95,10,16.11,10,10.65,10,15.3,10,"","Rhinella marina",2.5298221281347,2.3400854685246,3.03578655376164,4.11096095821889,0.33451337213588,0.0125571157027728,0.485507815781701,0.111111111111111,0.150994443645821,0.123668226813884,"acclim"
"p153_o","t","w","a",27.45,153.35,1,28,"metabolic_enzyme","COX",20,30,7.5,10,12.5,10,9.5,10,14.7,10,"","Rhinella marina",3.16227766016838,2.84604989415154,6.6407830863536,8.22192191643779,0.672944473242426,0.0490610393817391,0.955511445027437,0.111111111111111,0.282566971785011,0.16017215049285,"acclim"
"p153_o","t","w","a",27.45,153.35,1,28,"metabolic_enzyme","CS",20,30,15.1,10,22.3,10,13.7,10,19.4,10,"","Rhinella marina",3.79473319220206,6.00832755431992,1.58113883008419,1.89736659610103,0.250578322248404,0.00727204345849858,-0.693147180559945,0.111111111111111,-0.943725502808349,0.11838315456961,"acclim"
"p153_o","t","w","a",27.45,153.35,1,28,"metabolic_enzyme","CS",20,30,7.3,10,10.3,10,9,10,12.7,10,"","Rhinella marina",1.26491106406735,2.21359436211787,1.58113883008419,3.16227766016838,0.5537276453102,0.00920245188210399,0.916290731874155,0.111111111111111,0.362563086563955,0.120313562993215,"acclim"
"p153_o","t","w","a",27.45,153.35,1,28,"cardiac","HR",20,30,19.78,8,29.6,8,15.67,8,23.75,8,"","Rhinella marina",3.22440692221066,6.67508801440101,2.82842712474619,5.939696961967,0.182911204286084,0.0111399574741758,0.610909082322973,0.142857142857143,0.427997878036889,0.153997100331319,"acclim"
"p153_o","t","w","a",27.45,153.35,1,28,"cardiac","HR",20,30,55.64,8,94.43,8,42.48,8,101.6,8,"","Rhinella marina",4.07293505963451,20.8737921806269,2.40416305603426,4.69518902707868,0.602141168089139,0.000936757918124652,0.142174488780543,0.142857142857143,-0.459966679308597,0.143793900775267,"acclim"
"p153_o","t","w","a",27.45,153.35,1,28,"metabolic_enzyme","LDH",20,30,125.7,10,206.1,10,101,10,173.5,10,"","Rhinella marina",19.9223492590608,44.904342774391,22.4521713871955,35.101282027869,0.322279483790712,0.00660499693716525,0.566395474920801,0.111111111111111,0.244115991130089,0.117716108048276,"acclim"
"p153_o","t","w","a",27.45,153.35,1,28,"metabolic_enzyme","LDH",20,30,26.5,10,52.5,10,34.1,10,64,10,"","Rhinella marina",6.95701085237044,12.3328828746567,6.95701085237044,13.597793938724,0.881738350367495,0.0114062925877203,0.670157662335246,0.111111111111111,-0.211580688032249,0.122517403698831,"acclim"
"p154_o","f","c","j",12.45,130.85,1,30,"metabolic_enzyme","COX",20,30,1.61,8,3.2,8,1.6,8,3.6,8,"","Crocodylus porosus",0.565685424949238,1.13137084989848,0.565685424949238,0.848528137423857,0.804699666465693,0.0223759478586646,0.405465108108164,0.142857142857143,-0.399234558357528,0.165233090715807,"acclim"
"p154_o","f","c","j",12.45,130.85,1,30,"metabolic_enzyme","LDH",20,30,168.5,8,382.2,8,189.3,8,362.5,8,"","Crocodylus porosus",46.3862048458375,93.6209378290989,56.8513852073984,80.6101730552664,0.766088724502313,0.0156542204407596,0.552622752444452,0.142857142857143,-0.213465972057861,0.158511363297902,"acclim"
"p154_o","f","c","j",12.45,130.85,1,30,"ATPase","MyoATPase",20,30,0.3,8,0.5,8,0.26,8,0.75,8,"","Crocodylus porosus",0.226274169979695,0.0565685424949238,0.14142135623731,0.282842712474619,0.916290731874155,0.0888888888888889,0.22314355131421,0.142857142857143,-0.693147180559945,0.231746031746032,"acclim"
"p155_o","f","c","a",32.9,151.75,1,28,"metabolic_enzyme","LDH",20,30,64.8,15,97.2,15,48.9,15,83.8,15,"","Cherax destructor",33.6949551120045,43.3774134775231,25.9489884195897,36.4060434543497,0.257127404129808,0.0306080698718212,0.0773866636154202,0.0714285714285714,-0.179740740514388,0.102036641300393,"acclim"
"p155_o","f","c","a",32.9,151.75,1,28,"metabolic_enzyme","LDH",20,30,50.6,15,74.1,15,42.8,15,67.7,15,"","Cherax destructor",22.463303408003,32.920358442763,29.8219717657971,37.9552367928327,0.291134603624809,0.0340931572917532,0.524524468124153,0.0714285714285714,0.233389864499343,0.105521728720325,"acclim"
"p155_o","f","c","a",32.9,151.75,1,28,"metabolic_enzyme","PK",20,30,37.6,15,70.7,15,33,15,61.7,15,"","Cherax destructor",13.1681433771052,24.7870934157275,14.7173367155882,22.0760050733823,0.495279880515493,0.0167113023796988,0.516690743218389,0.0714285714285714,0.0214108627028956,0.0881398738082703,"acclim"
"p155_o","f","c","a",32.9,151.75,1,28,"metabolic_enzyme","PK",20,30,39.5,15,79.5,15,33.6,15,66.1,15,"","Cherax destructor",11.6189500386223,22.463303408003,12.7808450424845,21.3014084041408,0.514868074950564,0.0126917547648761,0.606135803570315,0.0714285714285714,0.0912677286197512,0.0841203261934475,"acclim"
"p158_o","m","w","a",77.85,166.75,1,42,"metabolic_enzyme","COX",-1,4,21.47,10,26.56,10,30.47,10,38.45,10,"","Pagothenia borchgrevinki",6.26130976713339,8.09543081003105,9.55007853370851,12.996961183292,1.16540416812193,0.0797230277547823,1.4606523676034,0.444444444444444,0.295248199481472,0.524167472199227,"acclim"
"p158_o","m","w","a",77.85,166.75,1,42,"metabolic_enzyme","CS",-1,4,56.14,10,59.31,10,55.45,10,62.77,10,"","Pagothenia borchgrevinki",13.3131889493089,19.5112531632389,11.700427342623,11.6688045660213,0.223257362791408,0.0363178525463297,-0.263672379283708,0.444444444444444,-0.486929742075116,0.480762296990774,"acclim"
"p158_o","m","w","a",77.85,166.75,1,42,"metabolic_enzyme","LDH",-1,4,13.29,10,17.41,10,19.09,10,27.86,10,"","Pagothenia borchgrevinki",4.93315314986267,6.92538807576875,5.88183644791319,5.81859089470982,1.48036019125301,0.0725611649129743,0.330159500718897,0.444444444444444,-1.15020069053411,0.517005609357419,"acclim"
"p158_o","m","w","a",77.85,166.75,1,42,"ATPase","MyoATPase",-1,4,3.17,10,4.48,10,1.83,10,4.03,10,"","Pagothenia borchgrevinki",3.25714598997343,3.60499653259195,1.80249826629598,2.75118156434649,0.480069576138805,0.608713217928186,-0.337641739150104,0.444444444444444,-0.817711315288909,1.05315766237263,"acclim"
"p158_o","m","w","a",77.85,166.75,1,42,"metabolic_enzyme","PFK",-1,4,3.14,10,5.29,10,2.42,10,4.71,10,"","Pagothenia borchgrevinki",1.04355162785557,1.86574381949934,1.04355162785557,1.48627050027914,0.810930216216329,0.0840106202189857,0.707280080487157,0.444444444444444,-0.103650135729172,0.52845506466343,"acclim"
"p158_o","m","w","a",77.85,166.75,1,42,"endurance","swim",-1,4,2.03,10,1.5,10,1.9,10,1.98,10,"","Pagothenia borchgrevinki",0.221359436211787,0.25298221281347,0.0948683298050514,0.0632455532033676,-0.0498778966945041,0.00516436418861382,-2.50552593699074,0.444444444444444,-2.45564804029623,0.449608808633058,"acclim"
"p16","t","w","a",-34.0333,19,1,14,"rest_MR","metabolic rate",20,30,0.09,14,0.29,14,0.08,14,0.27,14,"VCO2 (ml/h)","Cordylus oelofseni",0.0748331477354788,0.224499443206436,0.0748331477354788,0.187082869338697,1.09861228866811,0.083676268861454,0.916290731874155,0.0769230769230769,-0.182321556793955,0.160599345784531,"acclim"
"p160_o","f","w","a",44.024167,-88.56111,1,20,"other","MR",5,13,0.33,12,0.37,19,0.33,15,0.4,20,"ul/mg/h","Rana pipiens",0.173205080756888,0.174355957741627,0.154919333848297,0.178885438199983,0.24046486580932,0.0514950642791552,0.0403365757109818,0.112141148325359,-0.200128290098338,0.163636212604514,"acclim"
"p160_o","f","w","a",44.024167,-88.56111,1,20,"other","MR",5,20,0.33,12,0.47,20,0.33,15,0.54,21,"ul/mg/h","Rana pipiens",0.173205080756888,0.223606797749979,0.154919333848297,0.229128784747792,0.328317656731863,0.0140134352629676,0.186538595978474,0.0313131313131313,-0.141779060753389,0.0453265665760989,"acclim"
"p160_o","f","w","a",44.024167,-88.56111,1,20,"other","MR",13,20,0.4,20,0.55,18,0.35,17,0.54,21,"ul/mg/h","Rana pipiens",0.178885438199983,0.254558441227157,0.164924225024706,0.229128784747792,0.428720846357626,0.0379048738837099,0.353626619141322,0.104726100966702,-0.0750942272163035,0.142630974850412,"acclim"
"p160_o","f","w","a",44.024167,-88.56111,1,20,"other","MR",5,13,0.28,21,0.44,23,0.32,19,0.49,20,"ul/mg/h","Rana pipiens",0.0458257569495584,0.0959166304662544,0.0871779788708135,0.0894427190999916,0.699519734919278,0.00459606674302374,0.835940123094037,0.0801809210526316,0.136420388174759,0.0847769877956553,"acclim"
"p160_o","f","w","a",44.024167,-88.56111,1,20,"other","MR",5,20,0.28,21,0.61,20,0.31,19,0.71,21,"ul/mg/h","Rana pipiens",0.0458257569495584,0.134164078649987,0.0435889894354067,0.137477270848675,0.620316911244074,0.00136038677852944,0.732408192445406,0.0222222222222222,0.112091281201332,0.0235826090007517,"acclim"
"p160_o","f","w","a",44.024167,-88.56111,1,20,"other","MR",13,20,0.49,20,0.67,18,0.47,19,0.71,21,"ul/mg/h","Rana pipiens",0.0894427190999916,0.169705627484771,0.0871779788708135,0.137477270848675,0.529799398472413,0.00704353583482278,0.614085985989829,0.104726100966702,0.0842865875174167,0.111769636801525,"acclim"
"p160_o","f","w","a",44.024167,-88.56111,1,20,"other","MR",5,13,0.32,20,0.48,23,0.22,19,0.5,21,"ul/mg/h","Rana pipiens",0.0894427190999916,0.143874945699382,0.0871779788708135,0.183303027798234,0.557858878285524,0.016103515625,0.896927828305826,0.0801809210526316,0.339068950020302,0.0962844366776316,"acclim"
